City_ID,City,Lat,Lng,Max_Temp,Humidity,Cloudiness,Wind_Speed,Country,Date
362,hirara,24.8,125.2833,30.15,79,75,3.6,JP,1689748627
363,sumenep,-7.0167,113.8667,30.08,54,0,7.34,ID,1689748627
364,aromashevo,56.8602,68.6375,23.2,64,100,4.04,RU,1689748627
365,pachino,36.7186,15.0907,30.72,50,0,3.54,IT,1689748627
366,champerico,14.3,-91.9167,26.25,82,72,2.39,GT,1689748627
367,lethbridge,49.7,-112.8186,14.81,71,0,3.09,CA,1689748477
368,show low,34.2542,-110.0298,23.97,57,0,2.57,US,1689748627
369,mugia,43.1041,-9.2179,17.17,81,9,5.5,ES,1689748628
370,xunchang,28.4543,104.715,23.42,93,100,1.1,CN,1689748628
371,weno,7.4515,151.8468,29.97,74,100,1.54,FM,1689748628
372,caxias,38.7031,-9.2767,19.97,84,40,6.17,PT,1689748628
373,hadibu,12.65,54.0333,26.48,72,43,12.34,YE,1689748628
374,vera cruz,-12.6333,-41.0333,14.76,94,10,0.48,BR,1689748629
375,walvis bay,-22.9575,14.5053,10.53,100,0,3.6,NA,1689748629
376,bereznik,62.8551,42.7072,26.21,43,100,3.08,RU,1689748629
377,visby,57.6409,18.296,16.13,77,75,5.66,SE,1689748629
378,mindelo,16.8901,-24.9804,24.75,73,40,4.12,CV,1689748629
379,zaigrayevo,51.8336,108.2703,25.58,20,7,3.63,RU,1689748630
380,sola,-13.8833,167.55,21.37,100,100,0.0,VU,1689748630
381,tolanaro,-25.0319,46.9987,24.04,69,20,3.09,MG,1689748630
382,bardai,11.65,7.2333,24.2,70,98,6.0,NG,1689748630
383,abalak,58.1286,68.5944,23.91,63,96,4.39,RU,1689748630
384,castillos,-34.1667,-53.8333,4.38,80,14,1.08,UY,1689748630
385,chadron,42.8294,-102.9999,21.82,78,20,9.26,US,1689748630
386,karasu,41.071,30.7854,24.76,61,0,1.6,TR,1689748631
387,flying fish cove,-10.4217,105.6791,25.82,78,75,8.23,CX,1689748631
388,cidreira,-30.1811,-50.2056,10.09,70,6,2.52,BR,1689748631
389,taoudenni,22.6783,-3.9836,34.46,21,6,4.28,ML,1689748631
390,tarinkot,32.6268,65.8733,37.56,8,5,1.42,AF,1689748631
391,prien,30.1819,-93.2738,26.99,93,0,2.06,US,1689748632
392,howrah,22.5892,88.3103,33.0,70,40,5.14,IN,1689748096
393,glendive,47.1053,-104.7125,18.79,45,0,5.14,US,1689748632
394,belmonte,-15.8631,-38.8828,21.19,83,12,0.89,BR,1689748632
395,puerto leguizamo,-0.1934,-74.7819,21.08,99,22,0.77,CO,1689748632
396,patterson,37.4716,-121.1297,26.97,39,11,1.1,US,1689748632
397,chibougamau,49.9168,-74.3659,13.79,94,100,1.85,CA,1689748632
398,timimoun,29.2639,0.231,30.21,14,0,6.69,DZ,1689748632
399,dedougou,12.4667,-3.4667,28.04,60,99,3.33,BF,1689748529
400,san mariano,7.5,126.0,25.88,88,100,0.58,PH,1689748633
401,itaunja,27.0833,80.9167,33.99,56,81,3.13,IN,1689748633
402,prado,-17.3411,-39.2208,20.42,90,8,2.06,BR,1689748633
403,carolina,18.3808,-65.9574,28.94,89,40,5.66,PR,1689748510
404,dhuri,30.3667,75.8667,35.56,50,54,2.94,IN,1689748633
405,saarijarvi,62.7049,25.254,19.41,53,17,2.84,FI,1689748633
406,novyy urgal,51.0736,132.5642,33.3,29,0,1.03,RU,1689748634
407,santa terezinha,-29.9002,-50.0904,10.19,73,25,2.38,BR,1689748634
408,hoemul-li,41.4339,129.67,24.74,76,3,3.17,KP,1689748634
409,ust-nera,64.5667,143.2,24.74,32,26,2.06,RU,1689748634
410,bel ombre,-4.6167,55.4167,28.91,70,40,3.6,SC,1689748634
411,artigas,-30.4,-56.4667,3.42,91,0,4.68,UY,1689748634
412,oroqen zizhiqi,50.5667,123.7167,28.67,47,100,2.17,CN,1689748636
413,labasa,-16.4167,179.3833,23.28,88,100,4.83,FJ,1689748636
414,tortoli,39.9256,9.6572,33.9,31,0,3.6,IT,1689748636
415,nantucket,41.2835,-70.0995,25.03,100,100,1.54,US,1689748545
416,obo,5.3998,26.4869,23.43,87,100,2.27,CF,1689748636
417,karakocan,38.9558,40.0386,27.7,28,0,2.09,TR,1689748636
418,mirny,62.5353,113.9611,18.87,64,100,1.8,RU,1689748636
419,sampang,-7.1872,113.2394,29.24,51,0,2.25,ID,1689748637
420,aleg,17.0481,-13.9209,30.94,52,35,3.07,MR,1689748637
421,bac lieu,9.285,105.7244,25.71,90,100,7.97,VN,1689748637
422,santa maria del oro,25.9333,-105.3667,23.82,34,5,0.58,MX,1689748637
423,hohhot,40.8106,111.6522,32.16,27,0,3.0,CN,1689748637
424,happy valley-goose bay,53.3168,-60.3315,19.17,68,75,2.57,CA,1689748637
425,tsetserleg,47.475,101.4542,17.72,72,100,4.26,MN,1689748637
426,veselynove,47.3567,31.2349,24.93,38,2,1.46,UA,1689748637
427,machico,32.7,-16.7667,22.23,79,40,4.12,PT,1689748638
428,afaahiti,-17.75,-149.2833,25.93,80,9,9.4,PF,1689748638
429,dolores,-36.3132,-57.6792,2.24,82,100,3.01,AR,1689748638
430,bamboo flat,11.7,92.7167,31.05,70,40,7.72,IN,1689748638
431,port macquarie,-31.4333,152.9167,14.44,53,0,6.55,AU,1689748455
432,gewane,10.1664,40.6453,33.69,32,80,8.84,ET,1689748638
433,playa vicente,17.8333,-95.8167,22.68,96,25,1.63,MX,1689748638
434,bouake,7.6895,-5.0218,23.06,100,75,3.09,CI,1689748639
435,broken hill,-31.95,141.4333,14.34,40,0,4.07,AU,1689748639
436,natal,-5.795,-35.2094,24.36,100,75,2.06,BR,1689748639
437,buka,40.8108,69.1986,39.13,17,0,3.18,UZ,1689748639
438,menongue,-14.6585,17.691,15.72,35,0,1.43,AO,1689748639
439,maintirano,-18.0667,44.0167,27.15,54,18,1.36,MG,1689748639
440,huadian,42.9633,126.7478,29.07,59,0,3.04,CN,1689748640
441,brandon,27.9378,-82.2859,26.95,92,0,1.54,US,1689748640
442,san ignacio rio muerto,27.4167,-110.2333,30.83,69,8,3.34,MX,1689748641
443,honefoss,60.168,10.2565,14.84,52,67,1.54,NO,1689748599
444,itoman,26.1247,127.6694,32.21,79,40,5.66,JP,1689748641
445,cururupu,-1.8283,-44.8683,23.45,92,92,0.73,BR,1689748641
446,nguigmi,14.2495,13.1092,31.69,46,100,7.76,NE,1689748642
447,besisahar,28.2313,84.3761,31.7,59,19,3.06,NP,1689748642
448,surab,28.4914,66.2585,33.61,16,12,0.86,PK,1689748642
449,t'q'ibuli,42.3512,42.9987,19.51,46,85,2.16,GE,1689748642
450,port blair,11.6667,92.75,31.02,70,40,7.72,IN,1689748642
451,warmbad,-28.45,18.7333,8.45,80,4,4.06,NA,1689748643
452,kununurra,-15.7667,128.7333,30.99,25,56,3.09,AU,1689748643
453,ambovombe,-25.1667,46.0833,24.28,51,0,3.42,MG,1689748643
454,llanes,43.4198,-4.7549,19.78,82,78,1.55,ES,1689748643
455,necochea,-38.5473,-58.7368,3.78,64,100,6.34,AR,1689748643
456,uribia,11.7139,-72.266,26.31,79,91,7.06,CO,1689748643
457,preobrazheniye,42.9019,133.9064,21.16,83,59,1.98,RU,1689748644
458,hammerfest,70.6634,23.6821,9.25,93,75,5.14,NO,1689748644
459,kruisfontein,-34.0033,24.7314,9.94,69,37,10.03,ZA,1689748644
460,waingapu,-9.6567,120.2641,28.9,53,11,7.34,ID,1689748644
461,lichinga,-13.3128,35.2406,16.05,72,40,5.66,MZ,1689748644
462,norderney,53.7,7.15,16.66,80,88,2.49,DE,1689748644
463,freeport,40.6576,-73.5832,24.42,85,0,4.12,US,1689748644
464,indramayu,-6.3264,108.32,30.04,56,5,6.4,ID,1689748645
465,berdigestyakh,62.0989,126.6992,19.72,41,100,2.92,RU,1689748645
466,zhezqazghan,47.7833,67.7667,28.32,24,0,7.0,KZ,1689748645
467,nar'yan-mar,67.6713,53.087,22.47,57,96,2.2,RU,1689748645
468,utrik,11.2278,169.8474,28.06,82,70,8.18,MH,1689748106
469,cotija de la paz,19.8167,-102.6833,16.58,78,92,1.3,MX,1689748645
470,tokar,18.4254,37.729,38.57,28,34,13.55,SD,1689748645
471,okha,53.5739,142.9478,16.41,79,95,4.29,RU,1689748646
472,raja,8.4596,25.678,23.31,90,100,3.1,SS,1689748646
473,kosh-agach,50.0,88.6667,25.47,25,1,0.44,RU,1689748646
474,sarangani,5.4033,125.4636,28.67,71,100,7.74,PH,1689748646
475,malango,-2.9627,119.9001,24.15,87,82,1.46,ID,1689748646
476,tshabong,-26.05,22.45,13.49,31,0,4.05,BW,1689748646
477,kirakira,-10.4544,161.9205,26.78,88,97,3.36,SB,1689748646
478,zheleznogorsk,52.331,35.3711,18.48,58,5,7.29,RU,1689748647
479,acapulco de juarez,16.8634,-99.8901,27.9,83,40,2.57,MX,1689748636
480,talcahuano,-36.7167,-73.1167,10.82,54,100,2.06,CL,1689748647
481,sisimiut,66.9395,-53.6735,8.93,99,100,0.81,GL,1689748647
482,vila franca do campo,37.7167,-25.4333,20.23,85,100,1.23,PT,1689748108
483,taltal,-25.4,-70.4833,17.65,58,48,1.94,CL,1689748392
484,bukoba,-1.3317,31.8122,23.99,57,20,5.14,TZ,1689748648
485,tanout,14.9709,8.8879,31.0,47,97,8.03,NE,1689748648
486,touros,-5.1989,-35.4608,23.02,91,45,4.97,BR,1689748648
487,egilsstadir,65.2653,-14.3948,6.95,76,40,3.09,IS,1689748648
488,dalian,38.9122,121.6022,32.96,43,0,5.0,CN,1689748648
489,phulbani,20.4667,84.2333,29.02,78,99,2.5,IN,1689748648
490,quinte west,44.1834,-77.5662,15.74,77,0,1.03,CA,1689748378
491,hami,42.8,93.45,37.49,13,17,5.71,CN,1689748649
492,istgah-e rah ahan-e garmsar,35.2346,52.3094,32.52,30,3,2.59,IR,1689748649
493,kozloduy,43.7833,23.7333,29.77,38,4,0.9,BG,1689748649
494,bougouni,11.417,-7.479,24.01,90,29,1.92,ML,1689748649
495,naze,28.3667,129.4833,27.51,76,12,5.89,JP,1689748649
496,fortuna,40.5982,-124.1573,14.96,93,100,0.45,US,1689748650
497,darnah,32.767,22.6367,27.62,69,0,8.62,LY,1689748650
498,tucuma,-0.1833,-50.05,24.01,92,2,2.38,BR,1689748650
499,dinguiraye,11.3,-10.7167,21.46,95,30,0.84,GN,1689748650
500,scarborough,54.2797,-0.4044,14.32,92,100,2.17,GB,1689748615
501,leava,-14.3,-178.1667,27.17,80,76,11.26,WF,1689748650
502,gambiran satu,-8.3939,114.1464,26.45,63,19,3.84,ID,1689748650
503,fort st. john,56.2499,-120.8529,14.94,72,75,3.09,CA,1689748651
504,korla,41.7597,86.1469,37.09,14,0,5.02,CN,1689748651
505,tidjikja,18.5564,-11.4271,29.9,47,55,2.74,MR,1689748111
506,sosnovo-ozerskoye,52.5249,111.5418,23.04,29,8,3.81,RU,1689748651
507,abepura,-2.6333,140.5833,30.45,62,20,3.09,ID,1689748651
508,kharkhorin,47.1975,102.8238,19.23,64,100,3.23,MN,1689748651
509,bhiwani,28.7833,76.1333,36.66,45,60,3.64,IN,1689748651
510,sisophon,13.5859,102.9737,32.97,50,97,8.4,KH,1689748652
511,moapa valley,36.5805,-114.4703,34.93,19,0,1.93,US,1689748652
512,bikenibeu village,1.3673,173.1241,28.98,79,75,5.14,KI,1689748652
513,pastavy,55.1168,26.8326,18.04,55,7,5.99,BY,1689748652
514,cobram,-35.9167,145.65,8.99,69,1,1.29,AU,1689748652
515,wayne,42.2506,-83.2833,19.17,88,0,1.54,US,1689748652
516,road town,18.4167,-64.6167,29.05,75,73,9.96,VG,1689748502
517,sao gabriel da cachoeira,-0.1303,-67.0892,22.19,98,100,0.3,BR,1689748653
518,koesan,36.8108,127.7947,30.55,59,11,1.85,KR,1689748653
519,bulayevo,54.9056,70.4439,22.19,67,99,3.27,KZ,1689748653
520,tvoroyri,61.5556,-6.8111,9.15,80,100,11.51,FO,1689748653
521,mauganj,24.6833,81.8833,34.45,46,100,5.98,IN,1689748653
522,jackson,42.4165,-122.8345,25.93,29,0,0.0,US,1689747826
523,neiafu,-18.65,-173.9833,23.38,78,75,6.69,TO,1689748653
524,horta,38.5333,-28.6333,20.8,81,40,4.12,PT,1689748653
525,shimoda,34.6667,138.95,31.2,80,100,9.42,JP,1689748654
526,yeed,4.55,43.0333,28.07,47,6,11.02,SO,1689748654
527,port angeles,48.1181,-123.4307,17.34,63,0,6.69,US,1689748655
528,qala i naw,34.9874,63.1289,30.68,27,0,6.15,AF,1689748655
529,tralee,52.2704,-9.7026,14.14,82,75,1.54,IE,1689748655
530,burela de cabo,43.65,-7.4,19.54,81,92,2.21,ES,1689748655
531,dagomys,43.6703,39.6689,24.97,66,0,2.79,RU,1689748655
532,alpena,45.0617,-83.4327,14.5,97,0,0.0,US,1689748655
533,perry,37.2506,-83.1999,22.1,96,100,2.97,US,1689748656
534,usogorsk,63.4106,48.6872,27.78,36,17,2.37,RU,1689748656
535,homer,59.6425,-151.5483,14.94,72,20,3.09,US,1689748656
536,tisul',55.7611,88.3122,26.47,40,0,4.12,RU,1689748656
537,noyemberyan,41.1724,44.9992,22.28,49,0,2.63,AM,1689748656
538,ugoofaaru,5.6667,73.0,28.53,77,100,5.08,MV,1689748656
539,amga,60.8953,131.9608,23.15,44,98,1.77,RU,1689748656
540,cam pha mines,21.0167,107.3,29.15,72,64,3.66,VN,1689748656
541,biltine,14.5333,20.9167,31.25,47,25,6.58,TD,1689748657
542,gutierrez zamora,20.45,-97.0833,25.4,91,42,1.32,MX,1689748657
543,comodoro rivadavia,-45.8667,-67.5,4.92,48,0,2.06,AR,1689748657
544,antsohihy,-14.8796,47.9875,29.76,32,8,6.01,MG,1689748657
545,shepparton,-36.3833,145.4,8.84,71,0,1.05,AU,1689748657
546,lubuklinggau,-3.3,102.8667,31.77,45,85,1.57,ID,1689748657
547,angaur state,6.906,134.13,28.45,80,100,11.68,PW,1689748657
548,chernomorskoye,45.5039,32.6997,24.18,64,1,5.78,UA,1689748658
549,kone,-21.0595,164.8658,19.61,96,100,2.22,NC,1689748658
550,casas grandes,30.3667,-107.95,28.55,29,2,2.97,MX,1689748658
551,jinchang,38.4953,102.1739,31.28,19,100,13.66,CN,1689748658
552,palanpur,24.1667,72.4333,33.15,59,100,3.97,IN,1689748658
553,dongcun,36.7767,121.1597,29.72,57,0,4.81,CN,1689748658
554,stony plain,53.5334,-114.0021,14.73,91,0,1.54,CA,1689748602
555,palikir - national government center,6.9248,158.1611,28.47,74,100,2.06,FM,1689748658
556,villamontes,-21.25,-63.5,11.88,59,100,0.46,BO,1689748658
557,mariehamn,60.0973,19.9348,14.92,88,20,2.57,AX,1689748659
558,macapa,0.0389,-51.0664,25.99,100,75,1.54,BR,1689748659
559,hungund,16.0667,76.05,23.6,84,100,9.66,IN,1689748659
560,dungarpur,23.8333,73.7167,32.06,59,91,0.78,IN,1689748659
561,tamale,9.4008,-0.8393,23.91,90,100,2.64,GH,1689748659
562,am timan,11.0297,20.2827,25.15,80,100,2.88,TD,1689748659
563,loreto,22.2667,-101.9667,16.93,77,1,6.91,MX,1689748120
564,jalalaqsi,3.3766,45.5996,28.6,54,61,9.76,SO,1689748659
565,lupane,-18.9315,27.807,16.3,25,0,1.45,ZW,1689748660
566,ta`u,-14.2336,-169.5144,26.49,80,81,10.09,AS,1689748660
567,floro,61.5996,5.0328,10.04,87,75,4.12,NO,1689748660
568,tbeng meanchey,13.8167,104.9667,29.14,84,100,2.6,KH,1689748660
